Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
202,Sour Cherry Pudding Cake,15 mins,30 mins,45 mins,12,1 9x13-inch cake,"2 cups all-purpose flour, 1 cup white sugar, 1 cup milk, 2 tablespoons vegetable oil, 1 tablespoon baking powder, 3 cups pitted tart red cherries, 1 cup white sugar, ¼ teaspoon almond extract","Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
In a bowl, stir together flour, 1 cup sugar, milk, oil, and baking powder to make a smooth batter; scrape batter into the prepared baking dish.
In a separate bowl, stir cherries with 1 cup sugar and almond extract; spoon over batter.
Bake in the preheated oven until cake is lightly browned and a toothpick inserted into the center of the cake comes out clean, about 30 minutes.",4.5,https://www.allrecipes.com/recipe/218437/sour-cherry-pudding-cake/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 3g 4%, Saturated Fat 1g 4%, Cholesterol 2mg 1%, Sodium 93mg 4%, Total Carbohydrate 56g 21%, Dietary Fiber 1g 5%, Total Sugars 40g, Protein 3g, Vitamin C 3mg 13%, Calcium 79mg 6%, Iron 1mg 7%, Potassium 135mg 3%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 12, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/-vAf8siGqcK4MLZxEFz3ZqiH1u0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1026193-a0d38bb33c814104bc8fb76ae4a828dc.jpg
204,Fresh Fig Cake,40 mins,30 mins,1 hrs 10 mins,8,1 8-inch layer cake,"¼ cup butter, softened, 1 cup white sugar, 1  egg, 2 cups all-purpose flour, ½ teaspoon salt, 2 teaspoons baking powder, 1 cup fat-free evaporated milk, 1 teaspoon vanilla extract, ¼ teaspoon almond extract, 1 cup chopped fresh figs, 2 cups chopped fresh figs, ¼ cup packed brown sugar, ¼ cup water, 1 tablespoon lemon juice","Preheat oven to 350 degrees F (175 degrees C). Spray two 8-inch round cake pans with vegetable oil spray.
In a medium bowl, sift together flour, salt and baking powder. Set aside.
In a large mixing bowl, cream butter with the sugar until fluffy. Add egg and beat well. Add flour mixture alternately with the evaporated milk. Fold in vanilla and almond extracts and 1 cup chopped figs.
Divide into two prepared 8-inch round cake pans. Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted into the center comes out clean, 25 to 30 minutes. Cool cake layers on wire rack.
To make the filling: In a saucepan, combine 2 cups chopped figs, brown sugar, water and lemon juice. Bring to a boil. Reduce heat to a simmer and cook until thickened, about 20 minutes. Spread thinly between cooled cake layers and on top.",4.4,https://www.allrecipes.com/recipe/8290/fresh-fig-cake/,/Desserts/Fruit Desserts/Fig Dessert Recipes/,"Total Fat 7g 9%, Saturated Fat 4g 20%, Cholesterol 40mg 13%, Sodium 357mg 16%, Total Carbohydrate 72g 26%, Dietary Fiber 3g 9%, Total Sugars 46g, Protein 7g, Vitamin C 3mg 13%, Calcium 198mg 15%, Iron 2mg 12%, Potassium 306mg 7%","Prep Time: 40 mins, Cook Time: 30 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 8-inch layer cake",https://www.allrecipes.com/thmb/82HcR-Y0nYEyntv02Y5auGkl25s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8461892-fresh-fig-cake-bvwinemaker-4x3-1-c00012b00c024daaa958610e0c393036.jpg
206,Elegant Fig Appetizers with Goat Cheese and Almonds,15 mins,3 mins,18 mins,12,24 appetizers,"12  fresh figs, halved, 4 ounces herbed goat cheese (chevre), 24  almonds, 1 tablespoon honey, 2 teaspoons balsamic vinegar","Preheat the oven broiler for high heat.
Place the fig halves, cut side up, on a baking sheet. Top each half with about 1/2 teaspoon goat cheese. Place one almond on each, press to push the cheese slightly into each fig.
Broil the figs in the preheated oven until the cheese is soft and the almonds are turning a rich shade of brown, 2 to 3 minutes. Remove from the broiler and let cool for 5 minutes. Arrange the figs on a serving platter and drizzle with honey and balsamic vinegar. Serve warm.",4.6,https://www.allrecipes.com/recipe/143662/elegant-fig-appetizers-with-goat-cheese-and-almonds/,/Appetizers and Snacks/Fruit/,"Total Fat 4g 5%, Saturated Fat 2g 11%, Cholesterol 8mg 3%, Sodium 50mg 2%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 6%, Total Sugars 10g, Protein 3g, Vitamin C 1mg 5%, Calcium 52mg 4%, Iron 1mg 3%, Potassium 150mg 3%","Prep Time: 15 mins, Cook Time: 3 mins, Total Time: 18 mins, Servings: 12, Yield: 24 appetizers",https://www.allrecipes.com/thmb/mB4mJ1N7z0gdmJoSc8zUIdnu_Bk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2238447-elegant-fig-appetizers-with-goat-cheese-and-almonds-Ayla-4x3-1-168dcb76f3854d479d19a4eb5008af24.jpg
208,Fig Smoothie,5 mins,,5 mins,2,2 servings,"2  frozen bananas, peeled and chopped, 6  fresh figs, halved, ¾ cup milk, ¾ cup orange juice","Place the bananas, figs, milk, and orange juice into a blender. Cover, and puree until smooth. Pour into glasses to serve.",4.4,https://www.allrecipes.com/recipe/190893/fig-smoothie/,/Breakfast and Brunch/Drinks/,"Total Fat 3g 4%, Saturated Fat 1g 7%, Cholesterol 7mg 2%, Sodium 42mg 2%, Total Carbohydrate 78g 28%, Dietary Fiber 9g 31%, Total Sugars 58g, Protein 6g, Vitamin C 61mg 304%, Calcium 190mg 15%, Iron 1mg 7%, Potassium 1191mg 25%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/uAiq8BMgn7zW-BDv_Hwc6ecUa8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6863836-fig-smoothie-Allrecipes-Magazine-4x3-1-fd36de8f9b304832adad243a42ead48e.jpg
210,Fig and Onion Spread,10 mins,35 mins,45 mins,24,24 servings,"¼ cup olive oil, 1 large red onion, chopped, 2 cups chopped fresh Black Mission figs, ¼ cup aged balsamic vinegar, 2 tablespoons white sugar, or to taste","Heat olive oil in a saucepan over medium heat; stir onion in the hot oil. Reduce heat to medium-low, cover saucepan, and cook, stirring occasionally, until onion is softened and caramel-colored, 20 to 25 minutes.
Stir figs into onion; cook and stir until figs begin to lose their shape and have softened into onion, 10 to 15 minutes. Pour balsamic vinegar into fig-onion mixture; cook until all the liquid has evaporated, 5 to 10 minutes. Stir sugar, 1 tablespoon at a time, into fig-onion mixture until desired sweetness is reached. Serve warm or chilled.",4.6,https://www.allrecipes.com/recipe/234218/fig-and-onion-spread/,/Side Dish/Sauces and Condiments/Chutney Recipes/,"Total Fat 2g 3%, Saturated Fat 0g 2%, Sodium 1mg 0%, Total Carbohydrate 5g 2%, Dietary Fiber 1g 2%, Total Sugars 4g, Protein 0g, Vitamin C 1mg 4%, Calcium 7mg 1%, Iron 0mg 1%, Potassium 43mg 1%","Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 24, Yield: 24 servings",https://www.allrecipes.com/thmb/AbQnoSTm3f2V1iDzkUDTznXDYcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1043270-fa30d48aa7b94b1ab12065bd2d394b55.jpg
212,Fresh Fig Oatmeal Muffins,20 mins,20 mins,40 mins,24,24 muffins,"1 ¾ cups fresh figs, 3  eggs, ½ cup applesauce, ½ cup white sugar, ½ cup brown sugar, 1 cup all-purpose flour, ¼ cup flax seed meal, 1 teaspoon ground cinnamon, 1 teaspoon pumpkin pie spice, 1 teaspoon baking soda, ½ teaspoon baking powder, 1 ¼ cups old-fashioned oats","Preheat oven to 350 degrees F (175 degrees C). Grease 24 muffin cups or line with paper muffin liners.
Place half of the figs in a blender; blend until smooth. Chop remaining figs with a sharp knife.
Beat eggs, applesauce, white sugar, and brown sugar together with an electric mixer in a bowl until frothy. Mix in flour, blended and chopped figs, flax meal, cinnamon, pumpkin pie spice, baking soda, and baking powder. Slowly add flour with mixer on low; fold in oats. Spoon batter into muffin cups.
Bake in preheated oven until tops spring back when lightly pressed, 20 to 25 minutes.",4.5,https://www.allrecipes.com/recipe/254797/fresh-fig-oatmeal-muffins/,/Bread/Quick Bread Recipes/Muffin Recipes/,"Total Fat 1g 2%, Saturated Fat 0g 2%, Cholesterol 23mg 8%, Sodium 80mg 3%, Total Carbohydrate 17g 6%, Dietary Fiber 1g 4%, Total Sugars 11g, Protein 2g, Vitamin C 0mg 2%, Calcium 23mg 2%, Iron 1mg 3%, Potassium 65mg 1%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 24, Yield: 24 muffins",https://www.allrecipes.com/thmb/fLH30VTUMBI88PcFEbtWKSQBXio=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4544210-9a8902271abb4988bc106ca3a0058d93.jpg
214,Fig and Honey Jam with Walnuts,15 mins,1 hrs 35 mins,1 hrs 50 mins,48,48 servings,"4 cups Mission figs, stemmed, 2 cups honey, 1 cup water, ¼ cup butter, 3 tablespoons lemon juice, 2 teaspoons ground cinnamon, 1 ½ teaspoons vanilla extract, 1 teaspoon ground cloves, 1 teaspoon salt, ½ teaspoon grated fresh ginger , 1 cup chopped walnuts","Combine figs, honey, water, butter, lemon juice, cinnamon, vanilla extract, cloves, salt, and ginger in a large pot; bring to a boil. Reduce heat and simmer until figs are soft, about 1 hour 15 minutes.
Blend figs with an immersion blender until mixture reaches desired consistency. Stir in walnuts. Cook until flavors combine, about 15 minutes.
Remove pot from heat and pour fig mixture into a container; transfer to the refrigerator.",4.8,https://www.allrecipes.com/recipe/256649/fig-and-honey-jam-with-walnuts/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 3g 3%, Saturated Fat 1g 4%, Cholesterol 3mg 1%, Sodium 56mg 2%, Total Carbohydrate 15g 5%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 1g, Vitamin C 1mg 4%, Calcium 10mg 1%, Iron 0mg 1%, Potassium 53mg 1%","Prep Time: 15 mins, Cook Time: 1 hrs 35 mins, Total Time: 1 hrs 50 mins, Servings: 48, Yield: 48 servings",https://www.allrecipes.com/thmb/QHoiL5rnBjmFcMyO03wcbelO_4k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4576930-ca5fa01fbea84730b28ad59fec93b20c.jpg
216,Fig-Ricotta Cake,20 mins,45 mins,1 hrs 25 mins,10,1 9-inch loaf cake,"  nonstick cooking spray, 1 ½ cups all-purpose flour, 2 ½ teaspoons baking powder, 1 teaspoon salt, 1 ½ cups whole-milk ricotta cheese, 1 cup white sugar, ¾ cup unsalted butter, softened, 3 large eggs, at room temperature, 1 ½ teaspoons almond extract, 4  fresh figs, chopped into 1/2-inch pieces, 1 tablespoon all-purpose flour, 4  fresh fig slices, 1 teaspoon confectioners' sugar, or as needed (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Spray a 9-inch loaf pan with nonstick cooking spray.
Whisk flour, baking powder, and salt together in a medium bowl. Set aside.
Beat ricotta cheese, sugar, and butter together in a bowl using an electric mixer on medium speed until smooth, about 2 minutes. Beat in eggs, one at a time, followed by almond extract. Beat in flour mixture on low speed, scraping down the sides of the bowl until combined; beat batter for about 30 seconds more.
Place chopped figs into a bowl, sprinkle 1 tablespoon flour over, and stir to coat. Fold figs into the batter. Pour into the prepared loaf pan. Place fig slices on top of the batter, down the center.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 45 to 60 minutes.
Remove from the oven and place on a wire rack to cool. Remove from the pan once the cake has cooled, 20 to 30 minutes. Dust with confectioners' sugar.",5.0,https://www.allrecipes.com/recipe/275368/fig-ricotta-cake/,/Desserts/Fruit Desserts/Fig Dessert Recipes/,"Total Fat 18g 24%, Saturated Fat 11g 55%, Cholesterol 103mg 34%, Sodium 421mg 18%, Total Carbohydrate 45g 16%, Dietary Fiber 2g 6%, Total Sugars 27g, Protein 8g, Vitamin C 1mg 4%, Calcium 190mg 15%, Iron 2mg 9%, Potassium 181mg 4%","Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 20 mins, Total Time: 1 hrs 25 mins, Servings: 10, Yield: 1 9-inch loaf cake",https://www.allrecipes.com/thmb/JlLVkrmPKX5xe9_HoVp0Mc7enaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6931417-ed7c8139157f4e7f81405a4625e6a3dd.jpg
218,Fig and Prosciutto Appetizer Bites,10 mins,,2 hrs 10 mins,25,25 bites,"4 ounces honey-flavored goat cheese, 3 ounces prosciutto, 2  fresh figs, thinly sliced, 2 leaves fresh basil, cut into thin strips, ⅛ teaspoon freshly ground black pepper","Place goat cheese on a sheet of plastic wrap. Top with another sheet of plastic wrap and use a rolling pin to flatten into a 4x8-inch rectangle.
Remove the top sheet of plastic wrap and cover goat cheese with slices of prosciutto, slightly overlapping the edges. Cover prosciutto with a new sheet of plastic wrap and flip both sheets over so the goat cheese layer is now facing up.
Remove top sheet of plastic wrap. Cover goat cheese evenly with figs, basil, and black pepper. Starting from the long edge, roll tightly to form a log. Wrap log in plastic wrap and refrigerate at least 2 hours.",4.9,https://www.allrecipes.com/recipe/268661/fig-and-prosciutto-appetizer-bites/,/Appetizers and Snacks/Wraps and Rolls/,"Total Fat 2g 3%, Saturated Fat 1g 7%, Cholesterol 7mg 2%, Sodium 89mg 4%, Total Carbohydrate 1g 0%, Dietary Fiber 0g 0%, Total Sugars 1g, Protein 2g, Vitamin C 0mg 1%, Calcium 15mg 1%, Iron 0mg 1%, Potassium 15mg 0%","Prep Time: 10 mins, Additional Time: 2 hrs, Total Time: 2 hrs 10 mins, Servings: 25, Yield: 25 bites",https://www.allrecipes.com/thmb/ojom8nlzSi1ziOClezIZG7WT_pY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5854830-f9543fc575c14941aa755f07f03dc882.jpg
220,Blueberry-Fig Jam,15 mins,25 mins,50 mins,12,1 jar,"¼ cup blueberries, 2 cups quartered fresh figs, ¾ cup white sugar, ½ cup water, 1 tablespoon lime juice, ½ teaspoon balsamic vinegar","Mash blueberries with a fork in a small bowl. Transfer to a 3 1/2-quart pot. Add figs, sugar, water, lime juice, and balsamic vinegar. Lightly pulse with an immersion blender until mostly smooth, with some chunks remaining for texture.
Place the pot on the stove over medium-high heat. Stir continuously as it comes to a boil. Reduce heat to low, and stir periodically, until thickened, 20 to 25 minutes. Check doneness by dropping a small spoonful of jam onto a frozen plate. Let sit for 1 to 2 minutes; if jam appears to gel, it is ready. Continue cooking if jam appears thin and runny.
When jam has thickened, remove from heat and allow to cool slightly, about 10 minutes. Pour jam into a clean jar with a hermetic seal. Allow to cool completely before refrigerating.",4.8,https://www.allrecipes.com/recipe/275586/blueberry-fig-jam/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 3%, Total Sugars 17g, Protein 0g, Vitamin C 1mg 6%, Calcium 11mg 1%, Iron 0mg 1%, Potassium 68mg 1%","Prep Time: 15 mins, Cook Time: 25 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 12, Yield: 1 jar",https://www.allrecipes.com/thmb/fWwNtjeVC-K-7gep0b-7QX4EhgA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6957902-5191866f26ba4f52873f20878defc75f.jpg
222,Stuffed Leg of Lamb with Balsamic-Fig-Basil Sauce,50 mins,1 hrs,2 hrs,6,1 lamb roast,"½ cup coarsely chopped prunes, ¼ cup currants, 2 tablespoons creme de cassis liqueur, 1 ½ tablespoons minced fresh rosemary, 1 ½ tablespoons minced fresh thyme, ½ teaspoon ground coriander, 1 ¼ teaspoons salt, 1 teaspoon freshly ground black pepper, 1 (4 pound) boneless leg of lamb, rolled and tied, ½ cup chopped roasted and salted almonds, 2 tablespoons chopped fresh mint, 3 cloves garlic, cut into thirds, 2 tablespoons olive oil, ½ cup balsamic vinegar, 5 tablespoons butter, 3 tablespoons honey, ⅓ cup thinly sliced, stemmed Calimyrna figs, 5 teaspoons chopped fresh basil, 6 leaves mint, 6 leaves basil","Preheat oven to 400 degrees F (200 degrees C).
Combine the chopped prunes and currants with the creme de cassis in a small bowl, and set aside. In another small bowl, combine the rosemary, thyme, coriander, salt, and pepper; set aside.
Untie and unroll the lamb, lay it out flat on the work surface. Trim off excess fat, and cut any thick parts open so that it is evenly thick and somewhat rectangular in shape. Sprinkle half of the herb mixture over the lamb. Mix the almonds and chopped mint into the prune mixture; spread evenly over the lamb. Roll up starting at one of the short sides, and tie with kitchen twine in 1-inch intervals. Cut 9 slits about 1-inch deep into the top of the lamb, and insert a slice of garlic in each. Rub with olive oil, and sprinkle with the remaining herb mixture.
Place lamb seam-side up on a rack set in a roasting pan. Roast in the preheated oven to desired doneness. For medium-rare, a thermometer inserted into the center will read 140 degrees F (60 degrees C). Remove lamb from the oven and cover with foil. Allow to rest for 15 minutes while proceeding with the recipe.
While the lamb is resting, bring the balsamic vinegar to a boil in a small saucepan over high heat. Boil until the vinegar has reduced by half, 4 to 5 minutes. Once reduced, stir in the butter, honey, and sliced figs. Stir until the butter has melted, then remove from the heat, stir in the chopped basil and set aside.
To serve, remove the twine from the lamb and cut into 1/2 inch thick slices. Arrange on a warm serving platter and drizzle with the fig sauce, garnish with mint and basil leaves.









",4.8,https://www.allrecipes.com/recipe/112260/stuffed-leg-of-lamb-with-balsamic-fig-basil-sauce/,/Meat and Poultry/Lamb/Leg/,"Total Fat 40g 51%, Saturated Fat 15g 76%, Cholesterol 147mg 49%, Sodium 649mg 28%, Total Carbohydrate 29g 11%, Dietary Fiber 3g 11%, Total Sugars 23g, Protein 38g, Vitamin C 5mg 25%, Calcium 86mg 7%, Iron 4mg 21%, Potassium 691mg 15%","Prep Time: 50 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 2 hrs, Servings: 6, Yield: 1 lamb roast",https://www.allrecipes.com/thmb/Ldbc-dwMKsu_egoSmhOIGlvNNcI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/601260-696275d25a7e45cab54defc0b25fd76d.jpg
224,Chicken Tenders with Balsamic-Fig Sauce,15 mins,20 mins,35 mins,4,4 servings,"1 pound chicken tenders,   salt and ground black pepper to taste, ¼ cup all-purpose flour, 2 tablespoons olive oil, 1 tablespoon butter","Season chicken with salt and pepper on both sides and lightly coat with flour, shaking off excess.
Heat olive oil and butter in a large nonstick skillet over medium heat. Add chicken to the skillet and cook until tenders are golden brown, no longer pink in the centers, and juices run clear, 5 to 6 minutes, flipping halfway through. Transfer to a plate and cover loosely with aluminum foil to keep warm.
Add shallot and garlic to the same skillet and cook until softened, about 2 minutes. Add red wine and balsamic and let simmer until reduced by half, 3 to 5 minutes. Stir in figs, thyme, Dijon mustard, honey, and salt; bring to a boil. Reduce heat to low or medium-low and let simmer until thickened, about 3 minutes. Remove from heat and stir in butter.
Spoon sauce over warm chicken tenders, or add chicken back into the skillet to briefly reheat, and serve immediately.",4.4,https://www.allrecipes.com/recipe/275396/chicken-tenders-with-balsamic-fig-sauce/,/Meat and Poultry/Chicken/,"Total Fat 15g 19%, Saturated Fat 4g 22%, Cholesterol 80mg 27%, Sodium 456mg 20%, Total Carbohydrate 23g 8%, Dietary Fiber 2g 6%, Total Sugars 13g, Protein 27g, Vitamin C 3mg 13%, Calcium 46mg 4%, Iron 2mg 11%, Potassium 432mg 9%","Prep Time: 15 mins, Cook Time: 20 mins, Total Time: 35 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/9TKTb5kGEb5YoG9IJ9w55Lm_ZIw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6937516-6253e2e57cc14c86a341a529ed3c2478.jpg
226,Burrata Bruschetta with Figs,10 mins,5 mins,15 mins,4,4 servings,"12  Black Mission figs, halved lengthwise, 2 tablespoons balsamic vinegar, 2 tablespoons extra virgin olive oil, 6 ounces Burrata cheese, thickly sliced, 6 (1/2 inch thick) slices Italian bread, toasted,   sea salt and ground black pepper to taste","Preheat an outdoor grill for high heat, and lightly oil the grate.
Place figs, skin-side down, on grill. Cook until figs start to swell and bubble, 2 to 4 minutes.
Whisk together balsamic vinegar and olive oil until completely combined, about 1 minute.
Place Burrata cheese on top of each piece of toast. Spread figs around bread and drizzle with balsamic vinegar mixture. Season with sea salt and black pepper to taste.









",4.7,https://www.allrecipes.com/recipe/222338/burrata-bruschetta-with-figs/,/Appetizers and Snacks/Bruschetta Recipes/,"Total Fat 17g 22%, Saturated Fat 7g 37%, Cholesterol 30mg 10%, Sodium 364mg 16%, Total Carbohydrate 45g 16%, Dietary Fiber 5g 19%, Total Sugars 26g, Protein 10g, Vitamin C 3mg 15%, Calcium 78mg 6%, Iron 3mg 14%, Potassium 388mg 8%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/Rm3brZy7ucAiYMsPCeB1YMcN9n4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3646620-d7dbbf2dce0c407495c400b43baa3eab.jpg
228,Delish Black Mission Figs!,10 mins,5 mins,15 mins,4,4 servings,"8  Black Mission figs, cut in half, ¼ cup crumbled goat cheese, or as needed, 3 slices prosciutto, trimmed of all fat and cut into strips, 2 tablespoons honey, or to taste","Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
Arrange fig halves, cut sides up, on a baking sheet. Top each fig half with goat cheese; lay prosciutto strips atop goat cheese layer.
Broil figs in the preheated oven until prosciutto is crisp and goat cheese is melted, 3 to 5 minutes.
Transfer the warm figs to a serving platter and drizzle with honey.",5.0,https://www.allrecipes.com/recipe/228558/delish-black-mission-figs/,/Appetizers and Snacks/Meat and Poultry/Pork/,"Total Fat 8g 10%, Saturated Fat 4g 22%, Cholesterol 21mg 7%, Sodium 283mg 12%, Total Carbohydrate 28g 10%, Dietary Fiber 3g 10%, Total Sugars 25g, Protein 6g, Vitamin C 2mg 11%, Calcium 78mg 6%, Iron 1mg 4%, Potassium 260mg 6%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/N5YxrAeVHtWddBpjMg4kncWt4hM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5706941-eb534b038f40492e864cf79f5ca77cb4.jpg
230,Black Mission Fig Preserves,15 mins,20 mins,1 hrs,18,1 13-ounce jar,"2 cups fresh Black Mission figs, stemmed and halved, 1 cup white sugar, 1 cup water, 1 tablespoon lime juice, ½ teaspoon ground cinnamon, ¼ teaspoon ground ginger, ⅛ teaspoon ground white pepper, 1  13-ounce jar with lid","Scoop the flesh from the figs with a spoon and discard the peels. Bring sugar and water to a boil in a large saucepan over medium-high heat, stirring until sugar has dissolved. Stir in fig pulp, lime juice, cinnamon, ginger, and white pepper. Cook, stirring often, until a candy thermometer reads 210 degrees F (100 degrees C), about 20 minutes.
While preserves are cooking, sterilize jar and lid in boiling water for at least 5 minutes. Pack the hot preserves into the sterilized jar to within 1/4 inch of the top. Top the jar with the sterilized lid and let cool before storing preserves in the refrigerator.",4.1,https://www.allrecipes.com/recipe/228523/black-mission-fig-preserves/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 15g 5%, Dietary Fiber 1g 2%, Total Sugars 14g, Protein 0g, Vitamin C 1mg 3%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 45mg 1%","Prep Time: 15 mins, Cook Time: 20 mins, Additional Time: 25 mins, Total Time: 1 hrs, Servings: 18, Yield: 1 13-ounce jar",https://www.allrecipes.com/thmb/iCBExYz9O1FnPEdqf52Oc-GNU7E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1904556-d48430e6c43040ee89451e3eb789bacf.jpg
232,Zurie's Fresh Fig Compote Over Cream Cheese,10 mins,10 mins,25 mins,8,8 servings,"⅔ cup brown sugar, ¼ cup water, 1 pinch salt, 2 cups fresh figs, stemmed and quartered, 1 teaspoon vanilla extract, 1 (8 ounce) package cream cheese","Heat a saucepan over medium heat; add brown sugar, water, salt, and figs. Cook and stir until sugar has dissolved and figs have softened, about 10 minutes. Remove from heat; stir in vanilla extract. Cool for 5 minutes.
Place cream cheese on a platter; pour fig mixture over cream cheese.",4.6,https://www.allrecipes.com/recipe/228559/zuries-fresh-fig-compote-over-cream-cheese/,/Appetizers and Snacks/Dips and Spreads Recipes/Cheese Dips and Spreads Recipes/,"Total Fat 10g 13%, Saturated Fat 6g 31%, Cholesterol 31mg 10%, Sodium 87mg 4%, Total Carbohydrate 21g 7%, Dietary Fiber 1g 4%, Total Sugars 19g, Protein 2g, Vitamin C 1mg 4%, Calcium 47mg 4%, Iron 1mg 3%, Potassium 146mg 3%","Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 5 mins, Total Time: 25 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/-A4SAca86FJIbSX-TyYWVZD2XQI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1219520-b4f49f33227648dd8d339f3dbd0336f9.jpg
234,Risotto with Fresh Figs and Prosciutto,10 mins,20 mins,30 mins,4,4 servings,"4 cups vegetable broth, 6 tablespoons butter, divided, 1 tablespoon extra-virgin olive oil, 1  green onion, finely chopped, 1 (12 ounce) package Arborio rice, ½ cup dry white wine, 14  small fresh figs, divided, 4 thin slices  prosciutto, finely chopped, 1 cup grated Pecorino-Romano cheese, or to taste","Heat vegetable stock in a large pot and keep warm over low heat.
Heat 2 tablespoons butter and 1 tablespoon olive oil in a large, heavy-bottomed saucepan over medium-low heat. Add green onion; cook and stir until softened, about 1 minute. Pour in rice and stir until coated in butter and oil and starting to toast, 2 to 3 minutes. Increase heat and pour in wine. Simmer until alcohol has evaporated and the wine is mostly absorbed. Reduce heat to medium and stir in 1 ladle of boiling broth. Continue stirring until the rice has absorbed the liquid and turned creamy. Once the liquid has been fully absorbed, add the next ladle. Repeat this process, stirring constantly until all liquid has been used or rice is tender yet firm to the bite (al dente). Stirring in the broth should take 12 to 15 minutes in all.
Meanwhile, chop 10 figs. Melt 2 tablespoons butter in a medium skillet and cook chopped figs until soft and coated in butter, 4 to 5 minutes. Crush figs gently with a wooden spoon while cooking. Stir in prosciutto. Add fig-prosciutto mixture to the risotto when there are about 5 minutes left to cook.
Remove risotto from heat; stir in remaining 2 tablespoons butter and grated Pecorino romano cheese. Let stand for a few minutes.
Divide risotto evenly onto 4 plates, garnishing each with a whole fig before serving.",5.0,https://www.allrecipes.com/recipe/266191/risotto-with-fresh-figs-and-prosciutto/,/Main Dishes/Rice/Risotto Recipes/,"Total Fat 30g 38%, Saturated Fat 16g 82%, Cholesterol 72mg 24%, Sodium 1083mg 47%, Total Carbohydrate 100g 36%, Dietary Fiber 6g 22%, Total Sugars 26g, Protein 17g, Vitamin C 4mg 18%, Calcium 320mg 25%, Iron 2mg 9%, Potassium 362mg 8%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/fToQciXsEtySc6jOQSyWAM0R2KI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5573419-ca11bf31d4f241d49f3b76b16a3d6f18.jpg
