Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
990,Swedish Chocolate Balls (or Coconut Balls),20 mins,,2 hrs 20 mins,48,48 servings,"4 cups regular rolled oats , 1 ¼ cups white sugar, ½ cup unsweetened cocoa powder, 1 cup butter or margarine, softened, 2 tablespoons strong coffee, 1 teaspoon vanilla extract, 2 (1 ounce) squares unsweetened baking chocolate, melted, ⅓ cup coconut flakes","Mix the oats, sugar, and cocoa together in a bowl. Add the butter, and use your hands to mix the ingredients together to make a thick dough. Mix in the coffee, vanilla, and chocolate until thoroughly blended.
Place the coconut flakes in a small bowl. Pinch off small amounts of dough and roll between your hands to make small balls, about 1-1/2 inches in diameter. Roll the balls in the coconut flakes. Balls are ready to eat, or may be refrigerated 2 hours to become firmer.",4.6,https://www.allrecipes.com/recipe/150106/swedish-chocolate-balls-or-coconut-balls/,/Cuisine/European/Scandinavian/,"Total Fat 5g 7%, Saturated Fat 3g 16%, Cholesterol 10mg 3%, Sodium 30mg 1%, Total Carbohydrate 11g 4%, Dietary Fiber 1g 4%, Total Sugars 6g, Protein 1g, Calcium 7mg 1%, Iron 1mg 3%, Potassium 51mg 1%","Prep Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 20 mins, Servings: 48, Yield: 48 servings",https://www.allrecipes.com/thmb/RdcD9z5PBFWwOOCfgJYw-YsEN48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1878596-4d7c9043ccd54422acafbb9271b5da9f.jpg
992,Coconut Cream Pound Cake,15 mins,1 hrs 20 mins,1 hrs 45 mins,16,1 10-inch tube cake,"1 cup butter, softened, 1 (8 ounce) package cream cheese, softened, 3 cups white sugar, 6  eggs, 1 teaspoon coconut extract, 3 cups all-purpose flour, ½ teaspoon baking powder, 2 cups flaked coconut","Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 10-inch tube pan.
Beat butter and cream cheese together in a large bowl with an electric mixer until blended; add sugar and beat until light and fluffy. Blend in eggs one at a time, then stir in coconut extract. Mix in flour and baking powder until just moistened; stir in flaked coconut. Spoon batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 1 hour 20 minutes. Allow the cake to cool in the pan for 10 minutes; run a table knife around the edges to loosen, then invert carefully onto a serving plate or cooling rack. Let cool completely.









",4.4,https://www.allrecipes.com/recipe/71003/coconut-cream-pound-cake/,/Desserts/Cakes/Wedding Cake Recipes/,"Total Fat 21g 27%, Saturated Fat 13g 67%, Cholesterol 116mg 39%, Sodium 192mg 8%, Total Carbohydrate 61g 22%, Dietary Fiber 2g 5%, Total Sugars 41g, Protein 6g, Calcium 38mg 3%, Iron 2mg 10%, Potassium 105mg 2%","Prep Time: 15 mins, Cook Time: 1 hrs 20 mins, Additional Time: 10 mins, Total Time: 1 hrs 45 mins, Servings: 16, Yield: 1 10-inch tube cake",https://www.allrecipes.com/thmb/Mui40EY45M-qk51DbTdWMYNqk5U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4538939-63b5e75548ad45589dd52537512a9b30.jpg
994,Guyanese Coconut Buns,,,,24,2 dozen,"2 cups all-purpose flour, 1 cup white sugar, 1 teaspoon baking powder, ½ teaspoon salt, 1 cup butter, cut into pieces, 2  eggs, ½ cup milk, 1 teaspoon vanilla extract, ½ teaspoon almond extract, ¾ cup flaked coconut","Preheat the oven to 350 degrees F (175 degrees C).
In a large bowl, stir together the flour, sugar, baking powder, and salt. Add butter, and cut in using a pastry blender or a fork until the mixture resembles fine crumbs. In a separate bowl, whisk together the eggs, milk, vanilla extract, and almond extract. Make a well in the center of the dry ingredients, and pour in the wet ingredients. Add coconut, and mix just enough to blend. Drop by rounded tablespoonfuls onto ungreased cookie sheets.
Bake for 20 minutes in the preheated oven, or until golden brown.",4.0,https://www.allrecipes.com/recipe/83218/guyanese-coconut-buns/,/Bread/Quick Bread Recipes/,"Total Fat 10g 13%, Saturated Fat 7g 34%, Cholesterol 36mg 12%, Sodium 133mg 6%, Total Carbohydrate 17g 6%, Dietary Fiber 1g 3%, Total Sugars 9g, Protein 2g, Vitamin C 0mg 1%, Calcium 24mg 2%, Iron 1mg 4%, Potassium 43mg 1%","Servings: 24, Yield: 2 dozen",https://www.allrecipes.com/thmb/wU9lFOX2sAUG1tcEaFE5rCnf3mE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7443004-7c12954a8f5643469efaf06319348118.jpg
996,Coconut-Cream Cheese Frosting,15 mins,,15 mins,20,5 1/2 cups,"1 (8 ounce) package cream cheese, softened, ½ cup unsalted butter, softened, 4 cups confectioners' sugar, 2 tablespoons heavy cream, ½ teaspoon salt, ½ teaspoon coconut flavoring, 1 teaspoon vanilla extract, ½ cup sweetened shredded coconut, 1 cup sweetened shredded coconut, toasted","Beat the cream cheese and butter in a mixer bowl until light and fluffy. Gradually add the confectioners' sugar, one cup at a time, alternating with heavy cream. Beat in the salt, coconut flavoring, and vanilla extract. Continue beating until mixture is smooth and spreadable. Add additional confectioners' sugar if necessary to thicken the frosting, or more cream to thin. Stir in the coconut. If desired, spoon toasted coconut evenly over frosted cake.",4.8,https://www.allrecipes.com/recipe/142715/coconut-cream-cheese-frosting/,/Desserts/Frostings and Icings/Cream Cheese/,"Total Fat 11g 14%, Saturated Fat 7g 36%, Cholesterol 27mg 9%, Sodium 109mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 2%, Total Sugars 27g, Protein 1g, Calcium 12mg 1%, Iron 0mg 1%, Potassium 37mg 1%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 20, Yield: 5 1/2 cups",https://www.allrecipes.com/thmb/zIQ_g1v5kckOrxPBLP9EqGgABzw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/397474-20486c67fcdf4ded957b026a1e995ced.jpg
998,Cranberry Pumpkin Cookies,20 mins,15 mins,35 mins,36,3 dozen,"1 cup white sugar, ½ cup butter, softened, 1 cup solid pack pumpkin puree, 1 large egg, 1 teaspoon vanilla extract, 2 ¼ cups all-purpose flour, 2 teaspoons baking powder, 1 teaspoon baking soda, 1 teaspoon ground cinnamon, ½ teaspoon salt, 1 cup halved fresh cranberries, ½ cup chopped walnuts, 1 tablespoon orange zest","Preheat the oven to 375 degrees F (190 degrees C). Grease two cookie sheets.
Cream sugar and butter in a large bowl with an electric mixer until light and fluffy. Mix in pumpkin purée, egg, and vanilla.
Sift flour, baking powder, baking soda, cinnamon, and salt together into a medium bowl. Stir flour mixture into pumpkin mixture until well blended. Stir in cranberries, walnuts, and orange zest. Drop teaspoonfuls of dough 2 inches apart onto the prepared baking sheets.
Bake in the preheated oven until the edges are golden, 10 to 12 minutes.
Remove from the oven and transfer to wire racks to cool.",4.5,https://www.allrecipes.com/recipe/9707/cranberry-pumpkin-cookies/,/Desserts/Cookies/Pumpkin Cookie Recipes/,"Total Fat 4g 5%, Saturated Fat 2g 9%, Cholesterol 12mg 4%, Sodium 131mg 6%, Total Carbohydrate 13g 5%, Dietary Fiber 1g 3%, Total Sugars 6g, Protein 1g, Vitamin C 1mg 5%, Calcium 22mg 2%, Iron 1mg 3%, Potassium 36mg 1%","Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 36, Yield: 3 dozen",https://www.allrecipes.com/thmb/QDAxyyRgJ7uA_7aoPIDbmyWf7lk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5848165-51f4085874754884af73e316d9e22ea7.jpg
1000,Perfect Summer Fruit Salad,25 mins,5 mins,3 hrs 30 mins,10,,"⅔ cup fresh orange juice, ⅓ cup fresh lemon juice, ⅓ cup packed brown sugar, ½ teaspoon grated orange zest, ½ teaspoon grated lemon zest, 1 teaspoon vanilla extract","For the sauce: Bring orange juice, lemon juice, brown sugar, orange zest, and lemon zest to a boil in a saucepan over medium-high heat. Reduce heat to medium-low and simmer until slightly thickened, about 5 minutes. Remove from heat and stir in vanilla extract. Set aside to cool.
For the salad: Layer fruit in a large, clear glass bowl in this order: pineapple, strawberries, kiwi fruit, bananas, oranges, grapes, and blueberries. Pour cooled sauce over fruit; cover and refrigerate for 3 to 4 hours before serving.









",4.6,https://www.allrecipes.com/recipe/214947/perfect-summer-fruit-salad/,/Salad/Fruit Salad Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 5mg 0%, Total Carbohydrate 39g 14%, Dietary Fiber 5g 16%, Total Sugars 29g, Protein 2g, Vitamin C 94mg 471%, Calcium 45mg 3%, Iron 1mg 3%, Potassium 451mg 10%","Prep Time: 25 mins, Cook Time: 5 mins, Additional Time: 3 hrs, Total Time: 3 hrs 30 mins, Servings: 10",https://www.allrecipes.com/thmb/pXqfb4xf-T3a-trkKdu-SCfC1hI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2289556-0981629410f0446d9bec11f0a9ece43c.jpg
1002,Strawberry Pretzel Salad,20 mins,2 hrs 10 mins,2 hrs 30 mins,12,1 9x13-inch dish,"2 cups crushed pretzels, ¾ cup butter, melted, 3 tablespoons white sugar, 1 (8 ounce) package cream cheese, softened, 1 cup white sugar, 1 (8 ounce) container frozen whipped topping, thawed, 2 (3 ounce) packages strawberry flavored Jell-O®, 2 cups boiling water, 2 (10 ounce) packages frozen strawberries","Preheat the oven to 400 degrees F (200 degrees C).
Stir crushed pretzels, melted butter, and 3 tablespoons sugar together until well-combined; mix well and press mixture into the bottom of a 9x13-inch baking dish.
Bake in the preheated oven until set, about 8 to 10 minutes; set aside to cool.
Place cream cheese and 1 cup sugar in a large bowl. Beat with an electric mixer until smooth; fold in whipped topping. Spread mixture onto cooled crust.
Dissolve gelatin in boiling water. Stir in still-frozen strawberries and allow to set briefly. Pour and spread over cream cheese layer; refrigerate until set, at least 2 hours.











Humblepieliving
",4.7,https://www.allrecipes.com/recipe/20338/strawberry-pretzel-salad/,/Desserts/Fruit Desserts/Strawberry Dessert Recipes/,"Total Fat 23g 30%, Saturated Fat 16g 78%, Cholesterol 51mg 17%, Sodium 442mg 19%, Total Carbohydrate 52g 19%, Dietary Fiber 1g 5%, Total Sugars 38g, Protein 5g, Vitamin C 19mg 96%, Calcium 33mg 3%, Iron 1mg 7%, Potassium 119mg 3%","Prep Time: 20 mins, Cook Time: 2 hrs 10 mins, Total Time: 2 hrs 30 mins, Servings: 12, Yield: 1 9x13-inch dish",https://www.allrecipes.com/thmb/MOAAz4GOORoNvEFgTzikGrCEA_8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/20338-strawberry-pretzel-salad-humblepieliving-003-1x1-1-320404ea9a4a4878ad6c4f88b2be4061.jpg
1004,Supreme Strawberry Topping,10 mins,20 mins,30 mins,4,,"1 pint fresh strawberries, hulled and halved, ⅓ cup white sugar, 1 teaspoon vanilla (Optional)","Combine strawberries, sugar, and vanilla in a saucepan over medium-high heat. Cook, stirring occasionally, until mixture sizzles and juice begins to form.
Continue stirring; mash a few strawberries with a wooden spoon or heat-proof spatula to help produce the syrup. Cook until sauce thickens, about 15 minutes. Remove from the heat.
Transfer 1/3 of the strawberry sauce to a blender. Cover and hold the lid down with a potholder while you puree the mixture.
Add pureed mixture back into the remaining sauce and stir until blended.











Dotdash Meredith Food Studios 
",4.8,https://www.allrecipes.com/recipe/43914/supreme-strawberry-topping/,/Side Dish/Sauces and Condiments/Sauces/Dessert Sauce Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 24g 9%, Dietary Fiber 2g 6%, Total Sugars 21g, Protein 1g, Vitamin C 53mg 263%, Calcium 15mg 1%, Iron 0mg 2%, Potassium 139mg 3%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4",https://www.allrecipes.com/thmb/Bqj40N_SkGktCB4WdWMfljVUNgk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/703268_original-2fab3dc6b5de4e228e28b031f0d5dd86.jpg
1006,Apple-Cranberry Crisp,25 mins,40 mins,1 hrs 5 mins,8,1 8-inch crisp,"2 pounds Granny Smith apples - peeled, cored and thinly sliced, ¾ cup cranberries, ¼ cup white sugar, 1 tablespoon ground cinnamon, 1 teaspoon ground nutmeg","Preheat the oven to 375 degrees F (190 degrees C.) Butter an 8-inch square baking dish.
Mix apples, cranberries, white sugar, cinnamon, and nutmeg in a large bowl. Place in an even layer in the prepared baking dish.
In the same bowl, combine oats, flour, and brown sugar for topping. Add butter pieces and mix with a fork until crumbly. Stir in pecans. Sprinkle topping over apples in the baking dish.
Bake in the preheated oven until apples are tender and topping is golden brown, 40 to 50 minutes.",4.6,https://www.allrecipes.com/recipe/41893/apple-cranberry-crisp/,/Desserts/Crisps and Crumbles Recipes/,"Total Fat 12g 15%, Saturated Fat 4g 22%, Cholesterol 15mg 5%, Sodium 47mg 2%, Total Carbohydrate 43g 16%, Dietary Fiber 4g 16%, Total Sugars 32g, Protein 2g, Vitamin C 7mg 36%, Calcium 37mg 3%, Iron 1mg 6%, Potassium 207mg 4%","Prep Time: 25 mins, Cook Time: 40 mins, Total Time: 1 hrs 5 mins, Servings: 8, Yield: 1 8-inch crisp",https://www.allrecipes.com/thmb/MjDDFmBWiEx9f1kpSieyThF1KnM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/525977-d5f45adf863d41fba1a1071febfc00ad.jpg
1008,Baked Oatmeal,10 mins,40 mins,50 mins,8,,"3 cups rolled oats, 1 cup brown sugar, 2 teaspoons ground cinnamon, 2 teaspoons baking powder, 1 teaspoon salt, 2  eggs, 1 cup milk, ½ cup melted butter, 2 teaspoons vanilla extract, ¾ cup dried cranberries","Preheat the oven to 350 degrees F (175 degrees C).
Mix together oats, brown sugar, cinnamon, baking powder, and salt in a large bowl. Beat in eggs, milk, melted butter, and vanilla extract. Stir in dried cranberries. Spread into a 9x13-inch baking dish.
Bake in the preheated oven until top is golden, about 40 minutes.









",4.5,https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/,/Breakfast and Brunch/Cereals/Oatmeal Recipes/,"Total Fat 15g 20%, Saturated Fat 8g 42%, Cholesterol 79mg 26%, Sodium 502mg 22%, Total Carbohydrate 59g 22%, Dietary Fiber 4g 14%, Total Sugars 36g, Protein 7g, Vitamin C 0mg 1%, Calcium 140mg 11%, Iron 2mg 11%, Potassium 217mg 5%","Prep Time: 10 mins, Cook Time: 40 mins, Total Time: 50 mins, Servings: 8",https://www.allrecipes.com/thmb/29vMQYGkP93KsLds9a8cS6djkxY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/608142-00f526b464254ce7a9744294dfd93047.jpg
1010,Blackberry Pie,40 mins,40 mins,2 hrs 20 mins,8,1 9-inch pie,"4 cups fresh blackberries, ¾ cup white sugar, divided, ½ cup all-purpose flour, 1 (9 inch) double crust ready-to-use pie crust, 2 tablespoons milk","Preheat the oven to 425 degrees F (220 degrees C).
Combine 3 1/2 cups of blackberries with 1/2 cup sugar and flour in a large bowl. Spoon mixture into the unbaked pie crust. Spread remaining 1/2 cup berries on top of sweetened berries, and cover with the top crust. Seal and crimp the edges, and cut vents in the top crust for steam to escape.
Brush the top crust with milk and sprinkle with remaining 1/4 cup sugar.
Bake pie in the preheated oven for 15 minutes. Reduce the temperature of the oven to 375 degrees F (190 degrees C) and bake until filling is bubbly and crust is golden brown, an additional 20 to 25 minutes. Cool on wire rack.











Kari
",4.6,https://www.allrecipes.com/recipe/12284/blackberry-pie-i/,/Desserts/Pies/Fruit Pies/Blackberry Pie Recipes/,"Total Fat 8g 10%, Saturated Fat 2g 10%, Cholesterol 0mg 0%, Sodium 119mg 5%, Total Carbohydrate 42g 15%, Dietary Fiber 5g 16%, Total Sugars 22g, Protein 3g, Vitamin C 15mg 76%, Calcium 29mg 2%, Iron 1mg 8%, Potassium 145mg 3%","Prep Time: 40 mins, Cook Time: 40 mins, Additional Time: 1 hrs, Total Time: 2 hrs 20 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/9NeVogNdoTHqJDYD3tW91DD09Co=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/675137-blackberry-pie-Kari-1x1-1-d61061deda3645428fb13d9c63281766.jpg
1012,Overnight Blueberry French Toast,15 mins,55 mins,9 hrs 40 mins,10,1 9x13-inch casserole,"12 slices day-old bread, cut into 1-inch cubes, 2 (8 ounce) packages cream cheese, cut into 1 inch cubes, 1 cup fresh blueberries, 12  eggs, beaten, 2 cups milk, 1 teaspoon vanilla extract, ⅓ cup maple syrup","Prepare casserole: Lightly grease a 9x13-inch baking dish. Arrange 1/2 of the bread cubes in the dish and top with cream cheese cubes. Sprinkle blueberries over the cream cheese, then top with remaining bread cubes.
Whisk eggs, milk, vanilla extract, and syrup together in a large bowl until well-combined; pour over the bread cubes. Cover and refrigerate overnight.
Remove casserole from the refrigerator about 30 minutes before baking. Preheat the oven to 350 degrees F (175 degrees C).
Bake casserole in the preheated oven, covered, for 30 minutes. Uncover, and continue baking until center is firm and surface is lightly browned, about 25 to 30 minutes.
Meanwhile, prepare blueberry sauce: Mix sugar, water, and cornstarch together in a medium saucepan; bring to a boil and cook, stirring constantly, 3 to 4 minutes. Stir in blueberries, reduce heat to low, and simmer until all the blueberries burst, about 10 minutes. Stir in butter.
Serve portions of casserole on plates and pour warm syrup over top.











Melissa Goff
",4.5,https://www.allrecipes.com/recipe/15057/overnight-blueberry-french-toast/,/Breakfast and Brunch/French Toast Recipes/,"Total Fat 25g 32%, Saturated Fat 13g 67%, Cholesterol 279mg 93%, Sodium 451mg 20%, Total Carbohydrate 52g 19%, Dietary Fiber 1g 5%, Total Sugars 33g, Protein 15g, Vitamin C 3mg 15%, Calcium 180mg 14%, Iron 3mg 17%, Potassium 282mg 6%","Prep Time: 15 mins, Cook Time: 55 mins, Additional Time: 8 hrs 30 mins, Total Time: 9 hrs 40 mins, Servings: 10, Yield: 1 9x13-inch casserole",https://www.allrecipes.com/thmb/Vby_DF911Ba6adX2sUBHD-8lPDY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/381517-overnight-blueberry-french-toast-Melissa-Goff-1x1-1-a44e7d138fdd4cbbb4194ce5f2fdc858.jpg
1014,Rhubarb and Strawberry Pie,20 mins,35 mins,1 hrs 25 mins,8,1 9-inch pie,"1 cup white sugar, ½ cup all-purpose flour, 1 pound rhubarb, cut into 1/4 inch slices, 2 pints strawberries, hulled and quartered, 1 recipe pastry for a 9 inch double crust pie, 2 tablespoons butter, 1 large egg yolk, 2 tablespoons white sugar","Preheat oven to 400 degrees F (200 degrees C).
In a large bowl, mix flour and sugar. Add strawberries and chopped rhubarb. Toss with sugar and flour and let stand for 30 minutes.
Pour filling into prepared pie crust. Dot top with butter, and cover with top crust. Seal edges of top and bottom crust with water.
Apply yolk to top of pie, using a pastry brush. Sprinkle with sugar. Cut small holes in top to let steam escape.
Bake at 400 degrees F (200 degrees C), for 35 to 40 minutes, or until bubbly and brown. Cool on rack.











dotdash meredith food studios
",4.6,https://www.allrecipes.com/recipe/12612/rhubarb-and-strawberry-pie/,/Desserts/Pies/Fruit Pies/Rhubarb Pie Recipes/,"Total Fat 19g 24%, Saturated Fat 6g 29%, Cholesterol 33mg 11%, Sodium 259mg 11%, Total Carbohydrate 64g 23%, Dietary Fiber 5g 17%, Total Sugars 33g, Protein 5g, Vitamin C 57mg 285%, Calcium 72mg 6%, Iron 2mg 12%, Potassium 341mg 7%","Prep Time: 20 mins, Cook Time: 35 mins, Additional Time: 30 mins, Total Time: 1 hrs 25 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/VxCP_8tBobhnFHAzooLrRu2Yh4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12612-RhubarbAndStrawberryPie-mfs-4X3-3491-9de1214bfb2040988e0f1acb94b5661c.jpg
1016,Melt in Your Mouth Blueberry Cake,25 mins,50 mins,1 hrs 15 mins,12,1 8-inch square cake,"½ cup butter, ¾ cup white sugar, divided, ¼ teaspoon salt, 1 teaspoon vanilla extract, 2  egg yolks, 1 ½ cups all-purpose flour, 1 teaspoon baking powder, ⅓ cup milk, 1 ½ cups fresh blueberries, 1 tablespoon all-purpose flour, 2  egg whites, 1 tablespoon white sugar","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch pan.
Beat butter and 1/2 cup sugar together in a large bowl with an electric mixer until soft and fluffy; mix in vanilla and salt. Add egg yolks and beat until creamy.
Combine 1 1/2 cups flour and baking powder in a bowl; add alternately with milk to creamed mixture.
Toss blueberries with 1 tablespoon flour in a small bowl. Add to the batter and fold in gently.
Beat egg whites in a separate bowl until soft peaks form. Add remaining 1/4 cup of sugar, 1 tablespoon at a time, and beat until stiff peaks form. Fold egg whites into cake batter.
Pour batter into the prepared pan. Sprinkle remaining 1 tablespoon sugar over top.
Bake in the preheated oven until a toothpick inserted in center comes out clean, about 50 minutes.",4.5,https://www.allrecipes.com/recipe/7358/melt-in-your-mouth-blueberry-cake/,/Desserts/Cakes/Blueberry Cake Recipes/,"Total Fat 9g 11%, Saturated Fat 5g 26%, Cholesterol 55mg 18%, Sodium 157mg 7%, Total Carbohydrate 29g 11%, Dietary Fiber 1g 3%, Total Sugars 16g, Protein 3g, Vitamin C 2mg 9%, Calcium 40mg 3%, Iron 1mg 5%, Potassium 57mg 1%","Prep Time: 25 mins, Cook Time: 50 mins, Total Time: 1 hrs 15 mins, Servings: 12, Yield: 1 8-inch square cake",https://www.allrecipes.com/thmb/BhoV89yE6cTVeaWmQeRdP2frD8A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/242130-ae5d2ffd9a6849e5a219012bdc5f106b.jpg
1018,Todd's Famous Blueberry Pancakes,10 mins,15 mins,1 hrs 25 mins,6,12 pancakes,"1 ¼ cups all-purpose flour, 1 tablespoon baking powder, 1 ¼ teaspoons white sugar, ½ teaspoon salt, 1 cup milk, 1  egg, ½ tablespoon butter, melted, ½ cup frozen blueberries, thawed","Sift flour, baking powder, sugar, and salt together in a large bowl. Combine milk and egg in a small bowl. Stir egg mixture into flour mixture until just combined. Stir in melted butter, then fold in blueberries. Set aside for 1 hour.
Heat a lightly oiled griddle or nonstick frying pan over medium-high heat.
Pour or scoop the batter onto the hot griddle, using approximately 1/4 cup for each pancake; cook until bubbles appear on the surface, then flip and cook until golden brown on both sides. Serve hot.











Dianne
",4.4,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/,/Breakfast and Brunch/Pancake Recipes/,"Total Fat 3g 4%, Saturated Fat 1g 7%, Cholesterol 37mg 12%, Sodium 397mg 17%, Total Carbohydrate 25g 9%, Dietary Fiber 1g 4%, Total Sugars 4g, Protein 5g, Vitamin C 0mg 2%, Calcium 150mg 12%, Iron 2mg 9%, Potassium 108mg 2%","Prep Time: 10 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 25 mins, Servings: 6, Yield: 12 pancakes",https://www.allrecipes.com/thmb/ecb0XKvcrE7OyxBLX3OVEd30TbE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/686460-todds-famous-blueberry-pancakes-Dianne-1x1-1-9bd040b975634bce884847ce2090de16.jpg
1020,Strawberry Freezer Jam,10 mins,10 mins,1 day 30 mins,80,5 pints,"2 cups crushed fresh strawberries, 4 cups sugar, 1 (1.75 ounce) package dry pectin, ¾ cup water","Mix crushed strawberries with sugar in a bowl, and let stand for 10 minutes.
Meanwhile, stir pectin into water in a small saucepan. Bring to a boil over medium-high heat, and boil for 1 minute.
Stir boiling water into strawberries. Allow the mixture to stand for 3 minutes before pouring into clean jars or other storage containers, leaving a little space at the top to allow for expansion.
Place tops on the containers, and leave out at room temperature for 24 hours. Place into freezer, and store frozen until ready to use.









",4.3,https://www.allrecipes.com/recipe/51835/strawberry-freezer-jam/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Sodium 0mg 0%, Total Carbohydrate 10g 4%, Dietary Fiber 0g 0%, Total Sugars 10g, Vitamin C 3mg 17%, Calcium 1mg 0%, Potassium 9mg 0%","Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 1 day 10 mins, Total Time: 1 day 30 mins, Servings: 80, Yield: 5 pints",https://www.allrecipes.com/thmb/MlVlbkKY131Whejq8HXAeL70DWc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/84124-048584768111496c9e4aa06275edab98.jpg
1022,Strawberry Oatmeal Breakfast Smoothie,5 mins,,5 mins,2,,"1 cup soy milk, ½ cup rolled oats, 14  frozen strawberries, 1  banana, broken into chunks, 1 ½ teaspoons white sugar (Optional), ½ teaspoon vanilla extract (Optional)","Blend soy milk, oats, strawberries, and banana in a blender until smooth. Add sugar and vanilla and blend again until smooth.
Pour into glasses and serve.











Alberta Rose
",4.4,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,/Breakfast and Brunch/Drinks/,"Total Fat 4g 4%, Saturated Fat 1g 3%, Sodium 63mg 3%, Total Carbohydrate 21g 8%, Dietary Fiber 3g 10%, Protein 7g, Calcium 41mg 3%, Iron 2mg 9%, Potassium 217mg 5%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 2",https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg
1024,Basic Fruit Smoothie,10 mins,,10 mins,4,,"1 quart strawberries, hulled, 2  fresh peaches - peeled, pitted, and sliced, 1  banana, broken into chunks, 2 cups ice, 1 cup orange-peach-mango juice","Combine strawberries, peaches, and banana in a blender; blend until smooth. Add ice and pour in juice; blend again to desired consistency.











dotdash meredith food studios
",4.4,https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,/Drinks Recipes/Smoothie Recipes/Strawberry/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 16mg 1%, Total Carbohydrate 29g 10%, Dietary Fiber 4g 14%, Total Sugars 20g, Protein 2g, Vitamin C 129mg 644%, Calcium 36mg 3%, Iron 1mg 4%, Potassium 443mg 9%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4",https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg
1026,Virgin Strawberry Daiquiri,5 mins,,5 mins,1,,"2 large strawberries, hulled, ¼ cup white sugar, ¾ cup chilled lemon-lime soda, 1 tablespoon lemon juice, 4 cubes  ice","Combine strawberries, sugar, lemon-lime soda, and lemon juice in the container of a blender. Add ice and blend until smooth.
Pour into a fancy glass to serve.",4.2,https://www.allrecipes.com/recipe/107945/virgin-strawberry-daiquiri/,/Drinks Recipes/Mocktail Recipes/,"Total Fat 0g 0%, Sodium 25mg 1%, Total Carbohydrate 74g 27%, Dietary Fiber 1g 3%, Total Sugars 52g, Protein 0g, Vitamin C 28mg 141%, Calcium 14mg 1%, Iron 0mg 2%, Potassium 78mg 2%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1",https://www.allrecipes.com/thmb/Y6EDa06F-iKNP3A1JmgAMTAmvhk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5956872-e5efa2e63a544669aea43c53b716bc35.jpg
